27030, -259 
26930, -359 
26830, -459 
26803, -486 
26950, -339 
27050, -239 
27050, -239 
26950, -339 
26950, -339 
26950, -339 
26950, -339 
26850, -439 
26850, -439 
26950, -339 
26850, -439 
26850, -439 
26850, -439 
26850, -439 
26723, -566 
26723, -566 
26723, -566 
26870, -419 
26968, -321 
26968, -321 
26968, -321 
26968, -321 
26968, -321 
26968, -321 
26968, -321 
27043, -246 
27043, -246 
27043, -246 
27163, -126 
32260, 4971 
27185, -104 
32255, 4966 
27180, -109 
27177, -112 
27177, -112 
27177, -112 
27177, -112 
27152, -137 
27127, -162 
27152, -137 
27152, -137 
27102, -187 
27077, -212 
27025, -264 
27075, -214 
26997, -292 
26997, -292 
26997, -292 
26997, -292 
26997, -292 
27072, -217 
26997, -292 
26970, -319 
26970, -319 
27070, -219 
27070, -219 
27092, -197 
27092, -197 
27092, -197 
27115, -174 
27115, -174 
27115, -174 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27137, -152 
27112, -177 
27060, -229 
27060, -229 
32032, 4743 
27107, -182 
27102, -187 
27127, -162 
27127, -162 
27074, -215 
27074, -215 
27047, -242 
27167, -122 
27167, -122 
27167, -122 
27167, -122 
27167, -122 
27167, -122 
32139, 4850 
27114, -175 
27137, -152 
27137, -152 
27084, -205 
27134, -155 
27157, -132 
27179, -110 
27179, -110 
27179, -110 
27179, -110 
27179, -110 
27152, -137 
27152, -137 
27152, -137 
-----201.0¿ø----- 
27152, 0 
27177, 25 
27152, 0 
27152, 0 
27152, 0 
27152, 0 
27152, 0 
27099, -53 
27149, -3 
27149, -3 
27172, 20 
27172, 20 
27172, 20 
27172, 20 
27172, 20 
27172, 20 
27094, -58 
27144, -8 
27144, -8 
27144, -8 
27144, -8 
27144, -8 
27194, 42 
27194, 42 
27167, 15 
27264, 112 
27312, 160 
27312, 160 
27287, 135 
27287, 135 
27287, 135 
27312, 160 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27287, 135 
27262, 110 
27262, 110 
27262, 110 
27287, 135 
27287, 135 
27287, 135 
27312, 160 
27312, 160 
27312, 160 
27312, 160 
27312, 160 
27312, 160 
27312, 160 
27337, 185 
27362, 210 
27362, 210 
27362, 210 
27362, 210 
27362, 210 
27362, 210 
27337, 185 
27337, 185 
27337, 185 
27337, 185 
27337, 185 
27312, 160 
27234, 82 
27284, 132 
27157, 5 
27232, 80 
27232, 80 
27129, -23 
27229, 77 
27274, 122 
27274, 122 
27324, 172 
27246, 94 
27246, 94 
27246, 94 
27246, 94 
27246, 94 
27219, 67 
27341, 189 
27341, 189 
27341, 189 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27266, 114 
27164, 12 
27164, 12 
27136, -16 
27136, -16 
27136, -16 
27136, -16 
27136, -16 
27136, -16 
27136, -16 
27136, -16 
